Destination Name,Country,Continent,Type,Avg Cost (USD/day),Best Season,Avg Rating,Annual Visitors (M),UNESCO Site
Mystic Plaza,Mexico,North America,City,207.27,Summer,4.3,3.15,No
Serene Temple,New Zealand,Oceania,Nature,197.66,Autumn,4.7,3.3,Yes
Serene Park,Kenya,Africa,Historical,175.75,Spring,4.7,1.86,No
Hidden Pagoda,Australia,Oceania,Adventure,190.02,Summer,4.7,6.76,Yes
Hidden Plaza,Mexico,North America,Religious,179.23,Winter,4.6,6.33,No
Crystal Beach,Greece,Europe,Adventure,148.67,Spring,4.2,1.24,No
Crystal Temple,Australia,Oceania,Historical,67.99,Autumn,4.0,1.13,No
Mystic Forest,Peru,South America,Nature,110.38,Summer,4.4,8.18,No
Serene Plaza,New Zealand,Oceania,Beach,151.51,Summer,4.7,3.35,Yes
Ancient Ruins,Greece,Europe,City,150.06,Autumn,4.3,8.05,No
Ancient Beach,France,Europe,Adventure,141.04,Spring,4.5,1.19,Yes
Serene Canyon,USA,North America,Historical,69.62,Summer,4.3,2.71,No
Grand Falls,Thailand,Asia,Adventure,193.65,Autumn,4.3,9.33,No
Ancient Park,France,Europe,Adventure,191.47,Summer,4.4,3.55,No
Sacred Valley,Italy,Europe,Religious,72.96,Summer,4.5,6.58,No
Crystal Pagoda,Argentina,South America,Religious,153.0,Spring,4.6,3.9,No
Sacred Temple,China,Asia,Adventure,107.27,Summer,4.6,8.94,No
Sacred Canyon,Germany,Europe,Religious,30.0,Autumn,4.6,6.07,No
Hidden Beach,Morocco,Africa,City,117.55,Spring,4.6,6.98,No
Golden Park,New Zealand,Oceania,Nature,190.36,Winter,4.2,8.31,Yes
Hidden Temple,Egypt,Africa,Adventure,161.83,Summer,4.9,5.44,No
Serene Park,Thailand,Asia,Religious,169.62,Winter,4.3,3.08,Yes
Golden Forest,Brazil,South America,City,58.33,Summer,4.5,1.77,Yes
Ancient Canyon,India,Asia,Religious,123.8,Summer,4.5,7.61,Yes
Hidden Ruins,Greece,Europe,City,118.69,Autumn,4.5,3.12,No
Ancient Temple,Kenya,Africa,Religious,133.61,Winter,4.5,8.47,Yes
Crystal Park,Peru,South America,Adventure,107.08,Autumn,4.8,1.47,No
Grand Ruins,Germany,Europe,Nature,82.71,Spring,4.3,8.51,No
Grand Canyon,France,Europe,Historical,201.37,Winter,4.3,8.97,No
Lush Pagoda,Japan,Asia,City,192.54,Spring,4.5,4.08,No
Mystic Park,Japan,Asia,Historical,146.72,Autumn,5.0,4.18,No
Serene Canyon,Spain,Europe,Historical,221.14,Winter,4.8,0.54,No
Sacred Beach,Morocco,Africa,Beach,176.11,Summer,4.3,6.83,No
Serene Beach,South Africa,Africa,Nature,154.43,Autumn,4.6,3.33,No
Mystic Falls,New Zealand,Oceania,Historical,160.17,Autumn,4.4,6.62,No
Sacred Forest,China,Asia,City,143.03,Spring,4.4,9.59,Yes
Serene Park,Spain,Europe,Adventure,30.0,Spring,4.5,4.85,No
Mystic Park,Kenya,Africa,City,122.47,Winter,4.1,4.01,No
Lush Falls,South Africa,Africa,Religious,211.76,Winter,4.4,8.58,No
Crystal Falls,Italy,Europe,City,181.11,Autumn,4.2,4.99,Yes
Hidden Plaza,Mexico,North America,Beach,136.35,Winter,4.6,6.94,No
Hidden Valley,Vietnam,Asia,Adventure,72.31,Summer,4.7,1.8,Yes
Crystal Park,Australia,Oceania,Religious,213.73,Spring,4.7,3.5,No
Grand Falls,New Zealand,Oceania,Nature,90.53,Winter,5.0,7.28,No
Grand Temple,South Africa,Africa,Religious,159.61,Summer,4.5,3.23,No
Hidden Pagoda,Australia,Oceania,Adventure,122.79,Spring,4.5,1.56,No
Mystic Pagoda,Vietnam,Asia,Nature,62.81,Summer,4.5,8.44,No
Crystal Temple,USA,North America,City,138.57,Summer,4.2,5.18,No
Ancient Temple,Germany,Europe,City,188.95,Winter,3.8,6.15,No
Lush Pagoda,Thailand,Asia,Historical,149.04,Summer,4.4,9.65,No
Grand Beach,Canada,North America,Nature,250.9,Winter,4.6,3.46,No
Mystic Ruins,Mexico,North America,Beach,185.77,Winter,4.7,5.45,No
Mystic Beach,Morocco,Africa,Nature,138.12,Summer,4.6,3.02,No
Grand Park,USA,North America,Historical,155.09,Winter,5.0,3.81,No
Crystal Valley,South Africa,Africa,Religious,199.43,Summer,4.1,9.75,No
Mystic Temple,Canada,North America,Adventure,158.67,Autumn,4.6,7.91,No
Mystic Park,Thailand,Asia,Nature,36.33,Winter,4.2,3.38,No
Hidden Pagoda,Kenya,Africa,Nature,144.84,Spring,4.0,7.6,Yes
Grand Ruins,Egypt,Africa,Nature,115.25,Summer,4.5,9.6,Yes
Sacred Plaza,Greece,Europe,Beach,151.04,Winter,4.6,9.65,No
Golden Forest,Germany,Europe,Nature,139.71,Summer,4.3,2.64,Yes
Mystic Park,Australia,Oceania,Beach,131.24,Summer,4.4,6.41,No
Hidden Beach,New Zealand,Oceania,Beach,169.66,Autumn,4.9,1.9,No
Lush Plaza,Australia,Oceania,Adventure,174.91,Winter,4.8,4.19,No
Crystal Pagoda,Japan,Asia,Nature,91.5,Summer,4.8,3.78,No
Sacred Plaza,Mexico,North America,Beach,138.3,Spring,4.6,4.96,No
Golden Park,Brazil,South America,City,166.5,Summer,4.7,1.09,No
Serene Falls,Australia,Oceania,Beach,108.24,Summer,5.0,1.78,No
Crystal Canyon,Thailand,Asia,Historical,151.89,Summer,4.7,2.8,Yes
Grand Temple,New Zealand,Oceania,Adventure,251.18,Spring,4.5,1.22,No
Sacred Forest,Thailand,Asia,Nature,192.08,Autumn,4.3,4.87,Yes
Grand Ruins,Vietnam,Asia,Historical,39.41,Spring,5.0,0.92,No
Mystic Valley,Kenya,Africa,Beach,139.96,Winter,4.1,2.49,No
Sacred Park,Canada,North America,Nature,128.54,Autumn,4.7,9.63,No
Golden Valley,Kenya,Africa,Religious,152.4,Summer,4.6,2.97,Yes
Crystal Temple,Germany,Europe,Adventure,251.22,Autumn,4.1,1.19,Yes
Grand Park,Japan,Asia,Beach,158.14,Summer,4.5,2.31,No
Golden Ruins,Morocco,Africa,Nature,171.29,Spring,4.5,7.69,No
Sacred Canyon,Morocco,Africa,Adventure,145.76,Autumn,4.1,7.32,Yes
Golden Falls,Canada,North America,Beach,185.99,Winter,4.1,6.83,No
Ancient Canyon,Mexico,North America,Religious,161.61,Summer,4.1,7.83,No
Serene Forest,China,Asia,Historical,134.35,Autumn,4.5,0.59,No
Sacred Canyon,France,Europe,Religious,180.92,Summer,4.4,2.67,No
Crystal Temple,New Zealand,Oceania,Nature,87.48,Spring,4.7,3.56,No
Golden Canyon,Egypt,Africa,City,173.48,Autumn,4.7,1.41,No
Sacred Canyon,USA,North America,Adventure,128.16,Summer,4.5,5.07,No
Crystal Pagoda,Peru,South America,Beach,110.19,Spring,4.6,3.24,No
Hidden Pagoda,China,Asia,Nature,187.21,Autumn,4.4,9.94,No
Crystal Valley,Kenya,Africa,Adventure,82.79,Summer,4.0,7.67,No
Serene Falls,China,Asia,Religious,56.67,Winter,4.8,7.98,No
Crystal Temple,Thailand,Asia,Historical,170.32,Summer,4.0,3.91,No
Hidden Valley,Argentina,South America,Beach,89.44,Autumn,4.7,2.32,No
Serene Park,New Zealand,Oceania,City,73.69,Autumn,4.5,0.87,No
Serene Temple,Brazil,South America,City,129.65,Winter,4.7,9.53,No
Serene Park,Mexico,North America,Historical,72.99,Winter,5.0,6.01,Yes
Ancient Pagoda,Japan,Asia,City,230.86,Summer,4.5,3.18,Yes
Hidden Park,Egypt,Africa,Beach,188.96,Summer,4.4,9.49,No
Sacred Canyon,Peru,South America,Adventure,140.54,Spring,4.8,7.91,No
Grand Pagoda,China,Asia,City,131.96,Winter,3.5,2.44,Yes
Mystic Pagoda,New Zealand,Oceania,Beach,87.38,Spring,4.6,3.65,No
Golden Beach,Greece,Europe,Religious,131.69,Autumn,4.6,1.18,No
Hidden Falls,Kenya,Africa,City,30.0,Autumn,4.6,8.2,No
Serene Canyon,Egypt,Africa,Historical,126.07,Winter,4.8,7.09,No
Lush Plaza,Vietnam,Asia,Nature,184.01,Spring,4.9,1.94,No
Grand Canyon,Canada,North America,Adventure,155.47,Spring,4.8,3.18,No
Serene Valley,India,Asia,City,124.79,Winter,4.5,1.71,No
Serene Ruins,Brazil,South America,City,184.51,Autumn,3.7,1.02,No
Lush Ruins,Germany,Europe,Adventure,95.64,Summer,4.2,2.69,Yes
Crystal Canyon,Morocco,Africa,Nature,210.87,Spring,4.7,8.56,No
Mystic Beach,New Zealand,Oceania,Nature,63.71,Summer,4.3,3.59,No
Ancient Pagoda,Canada,North America,Historical,193.18,Autumn,4.7,2.23,No
Sacred Canyon,Peru,South America,Historical,189.17,Spring,4.4,8.16,No
Serene Park,Japan,Asia,Beach,222.99,Autumn,4.0,6.78,Yes
Crystal Falls,South Africa,Africa,Religious,154.27,Winter,4.3,7.24,No
Lush Valley,Peru,South America,Religious,174.02,Autumn,4.3,6.05,No
Mystic Ruins,China,Asia,Nature,182.52,Spring,4.0,3.32,No
Grand Valley,Morocco,Africa,Historical,198.52,Autumn,4.7,1.47,No
Hidden Canyon,Spain,Europe,City,249.78,Spring,5.0,4.01,Yes
Lush Falls,Brazil,South America,Nature,204.1,Autumn,4.8,4.89,Yes
Mystic Beach,South Africa,Africa,Nature,161.5,Autumn,4.6,7.43,No
Ancient Temple,Germany,Europe,Religious,128.87,Winter,4.7,8.17,No
Lush Forest,USA,North America,Adventure,122.08,Summer,4.2,3.69,Yes
Ancient Valley,Italy,Europe,Beach,202.91,Autumn,4.8,5.84,No
Grand Canyon,Brazil,South America,Nature,149.72,Winter,4.7,4.11,Yes
Mystic Ruins,Mexico,North America,City,172.71,Spring,4.3,7.48,No
Hidden Falls,Australia,Oceania,City,135.3,Summer,4.5,8.47,Yes
Mystic Forest,Vietnam,Asia,Adventure,146.99,Spring,4.6,2.73,No
Grand Forest,USA,North America,Nature,194.52,Autumn,4.7,5.69,No
Lush Forest,Morocco,Africa,Religious,240.96,Spring,4.5,8.7,No
Grand Canyon,Mexico,North America,Beach,174.6,Autumn,4.3,5.75,No
Mystic Falls,Germany,Europe,Historical,100.18,Summer,4.4,8.72,Yes
Lush Pagoda,Argentina,South America,Adventure,126.06,Summer,4.2,3.26,No
Serene Beach,Argentina,South America,Beach,168.83,Autumn,4.7,8.07,No
Sacred Plaza,New Zealand,Oceania,Historical,184.18,Winter,4.1,5.93,No
Grand Plaza,China,Asia,City,153.49,Winter,4.3,3.23,No
Serene Forest,Mexico,North America,Historical,98.53,Summer,4.1,6.4,No
Sacred Canyon,Egypt,Africa,Religious,210.89,Spring,4.2,4.34,Yes
Crystal Valley,Thailand,Asia,City,123.21,Summer,4.0,7.01,Yes
Lush Temple,Morocco,Africa,Adventure,128.39,Autumn,4.5,4.05,Yes
Sacred Beach,Peru,South America,Beach,158.0,Winter,4.7,6.88,Yes
Lush Beach,USA,North America,Beach,90.73,Spring,4.7,4.47,Yes
Serene Falls,Mexico,North America,Beach,129.33,Winter,4.6,3.14,Yes
Lush Beach,Thailand,Asia,Historical,124.65,Autumn,4.0,9.81,No
Grand Valley,Peru,South America,Beach,151.64,Winter,4.3,2.2,Yes
Crystal Plaza,New Zealand,Oceania,Adventure,225.68,Winter,4.3,7.19,Yes
Lush Temple,France,Europe,Beach,57.69,Winter,4.2,4.28,No
Ancient Forest,Italy,Europe,City,108.57,Autumn,4.3,5.09,No
Crystal Falls,Kenya,Africa,City,103.91,Autumn,4.2,6.74,No
Sacred Forest,USA,North America,Religious,154.38,Summer,4.6,1.23,No
Serene Falls,Greece,Europe,Historical,122.67,Autumn,4.4,6.19,No
Serene Plaza,Italy,Europe,Religious,224.93,Winter,4.9,3.04,No
Ancient Plaza,Peru,South America,Beach,190.57,Winter,4.2,7.21,No
Lush Park,Mexico,North America,Beach,71.25,Summer,4.8,3.08,No
Lush Valley,Germany,Europe,Historical,200.88,Summer,4.6,9.49,Yes
Golden Beach,Kenya,Africa,Nature,139.25,Spring,4.6,6.08,No
Ancient Ruins,Japan,Asia,Religious,202.37,Winter,4.9,4.38,No
Hidden Pagoda,Vietnam,Asia,City,152.19,Spring,4.4,2.9,No
Mystic Canyon,Canada,North America,Beach,178.6,Autumn,4.5,4.29,No
Sacred Pagoda,Italy,Europe,Adventure,130.73,Autumn,4.6,6.89,No
Hidden Pagoda,Canada,North America,Nature,148.82,Winter,4.4,1.38,No
Mystic Pagoda,Brazil,South America,Nature,165.83,Winter,4.6,4.62,Yes
Sacred Plaza,Argentina,South America,Historical,128.16,Spring,4.0,7.37,No
Serene Falls,USA,North America,Beach,150.79,Spring,4.5,6.33,No
Lush Forest,Spain,Europe,Religious,85.39,Autumn,4.7,7.28,Yes
Hidden Valley,Germany,Europe,Nature,167.96,Spring,4.7,0.63,No
Mystic Ruins,Greece,Europe,Nature,110.81,Summer,4.3,3.07,Yes
Ancient Beach,Italy,Europe,City,235.25,Summer,4.4,6.26,No
Sacred Park,South Africa,Africa,Religious,121.0,Autumn,4.6,9.54,No
Ancient Beach,South Africa,Africa,Historical,170.39,Summer,4.6,8.32,No
Ancient Pagoda,Canada,North America,Religious,153.8,Autumn,4.7,2.4,No
Grand Falls,Morocco,Africa,Beach,220.85,Spring,4.7,7.51,No
Ancient Canyon,Italy,Europe,Nature,111.84,Spring,4.5,4.03,No
Serene Forest,Spain,Europe,City,157.69,Summer,4.7,5.61,Yes
Serene Park,China,Asia,City,110.7,Winter,4.1,9.01,No
Hidden Pagoda,Morocco,Africa,City,205.35,Autumn,4.7,4.82,No
Mystic Forest,Kenya,Africa,Adventure,83.07,Summer,4.7,7.2,Yes
Sacred Park,China,Asia,Nature,69.23,Spring,3.9,6.67,No
Hidden Falls,India,Asia,Historical,122.52,Spring,4.8,4.72,No
Hidden Park,Thailand,Asia,Religious,115.48,Autumn,4.5,5.17,No
Sacred Canyon,Mexico,North America,Nature,125.34,Winter,4.9,6.72,No
Golden Beach,Japan,Asia,Adventure,115.04,Autumn,4.4,2.02,No
Crystal Beach,Argentina,South America,Nature,189.52,Summer,4.6,8.23,No
Golden Canyon,Argentina,South America,City,115.28,Winter,4.6,3.25,No
Lush Falls,New Zealand,Oceania,Nature,95.74,Winter,4.3,5.39,Yes
Serene Temple,Germany,Europe,City,42.76,Spring,4.7,3.86,No
Serene Valley,Brazil,South America,Historical,174.09,Summer,4.7,3.42,No
Ancient Park,Peru,South America,Adventure,92.72,Winter,4.1,5.3,No
Grand Valley,Morocco,Africa,Historical,138.51,Summer,4.2,5.76,No
Grand Plaza,Italy,Europe,Historical,79.97,Spring,4.5,8.66,No
Grand Beach,Greece,Europe,City,196.09,Summer,4.6,8.66,No
Mystic Falls,Argentina,South America,Nature,130.53,Summer,5.0,6.3,No
Grand Pagoda,Australia,Oceania,Religious,173.68,Winter,4.2,2.2,Yes
Crystal Plaza,Egypt,Africa,Nature,98.15,Summer,4.7,1.62,Yes
Golden Forest,Germany,Europe,City,198.79,Spring,4.8,5.39,Yes
Grand Ruins,China,Asia,Historical,135.95,Summer,4.6,3.87,No
Serene Forest,Germany,Europe,Adventure,139.15,Winter,4.4,5.43,No
Crystal Plaza,Egypt,Africa,Religious,79.12,Winter,4.7,1.05,Yes
Grand Plaza,Peru,South America,Religious,81.12,Summer,4.3,2.59,Yes
Golden Canyon,Japan,Asia,Historical,155.63,Winter,4.6,5.79,No
Lush Beach,USA,North America,Historical,70.7,Autumn,3.9,5.64,No
Ancient Valley,Mexico,North America,City,204.3,Spring,4.8,2.13,Yes
Crystal Beach,Italy,Europe,City,30.0,Winter,4.5,8.77,No
Lush Beach,Peru,South America,Religious,177.44,Summer,5.0,1.6,No
Sacred Canyon,Peru,South America,City,103.73,Winter,4.6,3.7,Yes
Golden Plaza,New Zealand,Oceania,Adventure,171.67,Winter,4.3,2.46,No
Golden Canyon,South Africa,Africa,Religious,192.92,Summer,4.4,2.44,Yes
Golden Valley,Canada,North America,Religious,30.0,Spring,4.6,0.67,Yes
Hidden Valley,China,Asia,Religious,281.04,Spring,4.2,6.47,No
Grand Forest,France,Europe,Historical,95.18,Autumn,4.8,0.59,Yes
Sacred Valley,Greece,Europe,Historical,164.03,Autumn,5.0,8.44,No
Golden Beach,USA,North America,City,168.07,Autumn,4.6,5.11,No
Grand Ruins,Mexico,North America,Nature,204.82,Spring,4.3,4.79,No
Crystal Temple,France,Europe,Historical,166.69,Spring,4.4,8.88,No
Grand Beach,Australia,Oceania,Historical,110.0,Summer,4.5,4.18,No
Grand Ruins,New Zealand,Oceania,Historical,136.21,Winter,4.8,5.65,Yes
Serene Plaza,Spain,Europe,Religious,119.66,Autumn,4.6,4.07,No
Crystal Park,Mexico,North America,Nature,135.26,Winter,4.9,9.97,No
Mystic Park,Peru,South America,Adventure,56.17,Winter,4.7,2.59,Yes
Crystal Forest,New Zealand,Oceania,Religious,87.29,Winter,4.1,1.15,No
Mystic Falls,Germany,Europe,Adventure,119.76,Winter,3.8,7.37,No
Mystic Beach,Spain,Europe,Nature,214.47,Summer,4.8,0.58,Yes
Crystal Ruins,Peru,South America,Adventure,182.58,Autumn,4.2,5.1,No
Crystal Park,Canada,North America,Beach,163.43,Winter,5.0,1.13,Yes
Serene Beach,South Africa,Africa,Nature,172.86,Winter,4.9,7.93,No
Lush Falls,Japan,Asia,Beach,187.56,Autumn,4.7,5.42,Yes
Mystic Temple,USA,North America,Adventure,170.49,Autumn,4.2,6.39,No
Golden Canyon,Mexico,North America,Beach,113.97,Autumn,4.7,2.35,No
Ancient Ruins,Thailand,Asia,City,164.83,Winter,4.6,9.13,No
Lush Temple,India,Asia,Nature,177.07,Autumn,4.9,6.71,No
Grand Falls,Thailand,Asia,Adventure,159.53,Summer,4.8,6.51,No
Lush Pagoda,China,Asia,Nature,145.38,Summer,4.1,7.31,No
Golden Forest,Italy,Europe,City,107.62,Autumn,4.3,3.48,No
Lush Plaza,China,Asia,Nature,112.1,Summer,4.3,4.54,Yes
Crystal Park,Argentina,South America,Historical,150.78,Autumn,4.8,2.29,Yes
Lush Valley,Italy,Europe,Religious,161.11,Winter,4.4,4.14,No
Sacred Ruins,Australia,Oceania,Beach,175.54,Winter,4.8,8.06,No
Mystic Pagoda,China,Asia,Adventure,196.33,Spring,4.2,3.01,No
Ancient Canyon,South Africa,Africa,Religious,158.59,Winter,4.7,3.58,No
Ancient Valley,Peru,South America,Religious,109.13,Winter,4.3,7.1,No
Ancient Forest,Greece,Europe,Religious,173.16,Autumn,4.1,3.01,No
Grand Beach,China,Asia,Religious,202.23,Winter,4.7,7.89,No
Mystic Ruins,USA,North America,Historical,115.16,Winter,4.7,1.34,Yes
Lush Canyon,Italy,Europe,Adventure,102.53,Spring,4.9,4.61,No
Serene Beach,Morocco,Africa,City,167.48,Summer,4.0,0.87,No
Lush Forest,Egypt,Africa,Historical,88.23,Summer,4.8,9.03,No
Lush Pagoda,France,Europe,Nature,133.53,Autumn,4.7,9.06,Yes
Golden Temple,Thailand,Asia,Adventure,126.54,Summer,4.7,5.98,No
Mystic Beach,New Zealand,Oceania,Historical,187.84,Winter,4.7,8.65,Yes
Golden Park,Morocco,Africa,Historical,145.13,Summer,4.3,1.74,Yes
Golden Valley,Egypt,Africa,Historical,148.03,Spring,4.5,7.95,No
Sacred Ruins,Thailand,Asia,City,59.4,Winter,4.7,6.72,No
Ancient Canyon,India,Asia,Religious,181.1,Spring,4.9,7.74,No
Grand Forest,Peru,South America,Historical,203.57,Autumn,5.0,6.43,No
Crystal Falls,Spain,Europe,Historical,162.47,Autumn,4.8,6.02,Yes
Golden Valley,Australia,Oceania,Adventure,238.44,Winter,4.4,4.2,No
Crystal Plaza,South Africa,Africa,Religious,174.99,Summer,4.1,9.32,No
Hidden Ruins,Egypt,Africa,Historical,139.68,Spring,4.7,5.51,No
Lush Pagoda,Egypt,Africa,Nature,181.28,Autumn,4.8,6.14,No
Serene Beach,USA,North America,Nature,146.69,Winter,4.3,6.91,No
Ancient Temple,Greece,Europe,Beach,97.05,Autumn,4.9,9.45,No
Hidden Forest,Egypt,Africa,Adventure,150.07,Autumn,4.1,7.06,Yes
Crystal Canyon,Morocco,Africa,City,200.57,Summer,4.9,3.12,No
Hidden Beach,Spain,Europe,Historical,170.21,Spring,4.2,6.19,No
Golden Ruins,Greece,Europe,Religious,178.14,Spring,4.2,4.82,No
Lush Pagoda,Canada,North America,Historical,197.63,Spring,4.6,2.11,No
Lush Forest,Italy,Europe,Religious,227.71,Winter,4.8,8.46,No
Golden Forest,Peru,South America,Adventure,100.99,Autumn,5.0,4.32,No
Golden Temple,Argentina,South America,Nature,162.07,Spring,4.2,3.13,No
Hidden Valley,South Africa,Africa,Religious,157.56,Spring,4.7,6.13,No
Grand Forest,Germany,Europe,Historical,126.71,Summer,4.5,0.8,No
Ancient Canyon,USA,North America,Nature,109.63,Autumn,4.5,6.27,Yes
Ancient Pagoda,Peru,South America,Religious,93.47,Summer,4.7,8.7,Yes
Crystal Temple,Mexico,North America,Historical,141.68,Autumn,4.6,7.51,No
Golden Temple,Australia,Oceania,Historical,194.77,Winter,4.3,9.97,Yes
Sacred Ruins,Spain,Europe,Adventure,164.43,Summer,4.5,4.92,No
Sacred Canyon,Canada,North America,Historical,124.18,Autumn,4.4,9.77,No
Sacred Ruins,Peru,South America,City,167.15,Summer,4.6,9.41,No
Sacred Valley,Canada,North America,Religious,139.71,Summer,4.3,1.17,No
Ancient Falls,France,Europe,Historical,117.02,Summer,4.3,4.96,No
Crystal Beach,India,Asia,Beach,125.44,Summer,4.4,2.09,No
Serene Canyon,South Africa,Africa,Historical,64.89,Winter,4.4,8.08,No
Ancient Canyon,Brazil,South America,Nature,89.84,Spring,4.2,2.71,No
Sacred Forest,Germany,Europe,City,130.92,Spring,4.3,3.88,Yes
Crystal Ruins,Greece,Europe,City,127.19,Spring,4.6,2.5,No
Crystal Park,Argentina,South America,Nature,131.03,Winter,4.6,3.76,Yes
Golden Pagoda,Peru,South America,Nature,148.43,Autumn,4.2,3.37,Yes
Ancient Plaza,Kenya,Africa,Beach,217.6,Summer,4.6,1.8,No
Crystal Falls,China,Asia,City,159.19,Autumn,5.0,1.87,No
Lush Park,Canada,North America,Religious,78.68,Summer,4.7,5.13,No
Crystal Pagoda,Germany,Europe,Beach,145.97,Autumn,4.3,3.41,Yes
Crystal Falls,Vietnam,Asia,City,90.71,Winter,3.8,7.39,Yes
Hidden Pagoda,China,Asia,City,241.63,Spring,4.7,7.88,No
Hidden Pagoda,Vietnam,Asia,Beach,129.29,Summer,4.7,5.61,No
Mystic Forest,India,Asia,City,136.06,Spring,4.8,2.35,No
Ancient Canyon,Greece,Europe,Adventure,235.13,Summer,4.5,5.18,No
Serene Park,New Zealand,Oceania,Adventure,212.34,Autumn,4.5,3.93,No
Grand Valley,Mexico,North America,Nature,136.34,Winter,4.8,3.62,No
Grand Park,Peru,South America,City,228.14,Autumn,4.4,1.7,No
Ancient Park,Peru,South America,Nature,163.1,Winter,4.1,6.0,Yes
Ancient Pagoda,Vietnam,Asia,Beach,260.94,Autumn,4.5,2.68,No
Ancient Park,USA,North America,Historical,45.17,Autumn,4.8,6.79,Yes
Golden Valley,China,Asia,Historical,160.84,Autumn,4.2,2.26,No
Mystic Pagoda,Canada,North America,City,104.57,Summer,4.3,2.24,No
Lush Temple,New Zealand,Oceania,Historical,122.59,Autumn,4.8,9.31,No
Crystal Plaza,Canada,North America,Religious,153.37,Spring,4.6,1.86,Yes
Sacred Plaza,Japan,Asia,Beach,210.9,Summer,4.3,3.99,No
Sacred Beach,Germany,Europe,Historical,155.81,Summer,4.2,8.53,No
Crystal Beach,France,Europe,Religious,123.44,Spring,4.6,6.89,Yes
Grand Plaza,Mexico,North America,Adventure,115.88,Autumn,4.3,8.8,No
Lush Ruins,China,Asia,Adventure,108.07,Winter,4.2,0.51,No
Hidden Plaza,Canada,North America,Nature,164.81,Autumn,4.6,6.46,No
Ancient Beach,Germany,Europe,Historical,118.13,Winter,4.6,4.85,Yes
Mystic Valley,Germany,Europe,Religious,114.27,Autumn,4.4,5.12,No
Grand Park,Germany,Europe,Religious,103.17,Autumn,4.3,2.76,No
Lush Plaza,USA,North America,Adventure,146.52,Autumn,4.8,4.93,No
Golden Park,Japan,Asia,City,119.66,Winter,4.6,5.13,No
Crystal Plaza,Vietnam,Asia,Religious,246.96,Winter,4.1,10.0,No
Golden Park,New Zealand,Oceania,Nature,123.69,Spring,4.9,8.36,Yes
Lush Valley,Vietnam,Asia,Religious,120.03,Spring,4.2,5.35,Yes
Ancient Forest,Germany,Europe,Religious,188.41,Spring,4.6,5.34,No
Ancient Forest,Egypt,Africa,Beach,117.46,Winter,4.5,0.83,No
Sacred Beach,South Africa,Africa,Historical,45.79,Summer,5.0,8.47,No
Hidden Plaza,Vietnam,Asia,Adventure,72.34,Autumn,4.4,0.97,No
Crystal Park,Japan,Asia,Historical,121.51,Spring,4.6,6.28,Yes
Golden Canyon,Brazil,South America,Beach,109.27,Autumn,4.3,4.11,No
Mystic Forest,Egypt,Africa,Beach,127.5,Spring,4.9,7.63,No
Crystal Canyon,Spain,Europe,Historical,166.25,Spring,4.4,2.75,Yes
Mystic Pagoda,Brazil,South America,Beach,184.28,Summer,5.0,9.33,No
Serene Pagoda,Japan,Asia,City,118.0,Spring,4.5,0.68,No
Ancient Ruins,USA,North America,Nature,154.9,Summer,4.9,7.86,No
Grand Plaza,Egypt,Africa,City,114.86,Autumn,4.1,0.79,No
Mystic Temple,Mexico,North America,Religious,154.59,Autumn,4.6,9.37,No
Crystal Valley,South Africa,Africa,Religious,184.75,Spring,4.1,6.95,Yes
Crystal Pagoda,Italy,Europe,City,193.46,Autumn,4.4,9.5,No
Grand Pagoda,New Zealand,Oceania,City,166.57,Autumn,4.7,3.14,No
Lush Plaza,Brazil,South America,City,193.8,Autumn,4.9,9.91,Yes
Sacred Falls,Kenya,Africa,Historical,95.58,Summer,4.1,1.25,Yes
Crystal Valley,Thailand,Asia,Nature,68.03,Spring,4.4,3.76,No
Serene Park,Brazil,South America,Religious,126.58,Autumn,4.2,9.32,No
Mystic Falls,Canada,North America,Nature,166.2,Spring,4.2,1.93,No
Golden Plaza,New Zealand,Oceania,Beach,147.24,Summer,4.6,5.26,No
Hidden Temple,Greece,Europe,Nature,140.66,Summer,4.0,6.79,No
Ancient Beach,Argentina,South America,Historical,191.24,Winter,4.7,5.99,Yes
Ancient Valley,Egypt,Africa,Religious,102.55,Winter,5.0,4.32,No
Mystic Valley,Spain,Europe,Nature,136.49,Winter,4.7,7.07,No
Ancient Pagoda,USA,North America,Historical,108.77,Spring,4.3,2.25,No
Ancient Canyon,Brazil,South America,Adventure,108.19,Spring,3.9,8.39,Yes
Golden Canyon,Italy,Europe,Adventure,167.63,Autumn,4.3,5.55,No
Serene Park,Brazil,South America,City,146.87,Autumn,3.9,3.35,Yes
Sacred Plaza,China,Asia,City,81.58,Autumn,5.0,2.06,Yes
Crystal Valley,Canada,North America,Nature,156.14,Summer,4.2,9.07,No
Crystal Pagoda,Italy,Europe,Beach,213.19,Summer,4.2,6.76,No
Golden Beach,France,Europe,Adventure,245.47,Winter,4.7,9.03,No
Hidden Plaza,Kenya,Africa,Adventure,67.26,Spring,4.2,0.6,Yes
Grand Valley,South Africa,Africa,Beach,173.34,Autumn,4.7,1.49,No
Lush Valley,New Zealand,Oceania,City,93.49,Summer,5.0,1.63,No
Crystal Plaza,South Africa,Africa,Nature,157.45,Spring,4.3,7.52,No
Hidden Valley,Italy,Europe,Religious,153.6,Summer,4.4,5.56,No
Golden Plaza,India,Asia,Historical,62.78,Winter,4.7,9.41,Yes
Ancient Falls,Kenya,Africa,City,54.61,Spring,4.2,0.98,No
